gene,sample,expression,organism,age,sex,infection,strain,time,tissue,mouse
Mrgpre,GSM2545346,91,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc22a4,GSM2545346,2387,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Txndc11,GSM2545346,1328,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pgr15l,GSM2545346,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Evpl,GSM2545346,49,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pax7,GSM2545346,26,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Trim65,GSM2545346,157,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gm33533,GSM2545346,27,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Otof,GSM2545346,80,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Alk,GSM2545346,45,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Acap3,GSM2545346,3135,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Erdr1,GSM2545346,428,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Kcnq5,GSM2545346,157,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Msln,GSM2545346,82,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tbc1d20,GSM2545346,1401,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc16a10,GSM2545346,230,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Errfi1,GSM2545346,2267,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Nr2e1,GSM2545346,5,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gpr149,GSM2545346,18,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Plcxd1,GSM2545346,148,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Lrch3,GSM2545346,4143,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Morc2b,GSM2545346,111,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Elfn1,GSM2545346,95,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rnf180,GSM2545346,274,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcdhb8,GSM2545346,103,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Creg2,GSM2545346,343,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Erich3,GSM2545346,641,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rpp25,GSM2545346,184,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Fgfr1,GSM2545346,6145,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sfrp2,GSM2545346,37,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rprm,GSM2545346,69,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem120b,GSM2545346,572,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tpra1,GSM2545346,1333,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Igsf9,GSM2545346,10,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Jakmip1,GSM2545346,736,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Hsf4,GSM2545346,223,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcbd1,GSM2545346,118,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rasgrf2,GSM2545346,692,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dgkk,GSM2545346,48,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Paxip1,GSM2545346,1690,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Smtn,GSM2545346,234,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Cmpk2,GSM2545346,718,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Drd4,GSM2545346,33,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Samd11,GSM2545346,21,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Magel2,GSM2545346,45,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Csrnp3,GSM2545346,1713,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp941,GSM2545346,761,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Lrrc1,GSM2545346,706,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmie,GSM2545346,238,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcdh8,GSM2545346,111,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Glra2,GSM2545346,247,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gpatch8,GSM2545346,5194,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc6a16,GSM2545346,13,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Grm7,GSM2545346,688,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ybx3,GSM2545346,1492,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tenm3,GSM2545346,629,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Npffr1,GSM2545346,7,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc39a11,GSM2545346,330,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Otp,GSM2545346,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Hoga1,GSM2545346,53,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Egfl6,GSM2545346,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Plch2,GSM2545346,5687,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pde11a,GSM2545346,68,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp335,GSM2545346,1307,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gpr61,GSM2545346,191,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tox,GSM2545346,129,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gabrr1,GSM2545346,6,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Jun,GSM2545346,1909,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Cox7b2,GSM2545346,33,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mn1,GSM2545346,213,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem130,GSM2545346,3250,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dusp11,GSM2545346,6236,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem91,GSM2545346,85,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rbms2,GSM2545346,964,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Inpp5j,GSM2545346,5051,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Vstm2a,GSM2545346,1077,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
C1qtnf2,GSM2545346,54,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ctns,GSM2545346,993,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Smarcd2,GSM2545346,3215,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dbpht2,GSM2545346,65,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ltbp2,GSM2545346,1794,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Drd1,GSM2545346,22,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dact2,GSM2545346,178,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
E4f1,GSM2545346,966,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp598,GSM2545346,2226,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zcchc12,GSM2545346,904,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp263,GSM2545346,1404,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tspyl3,GSM2545346,500,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Arhgap10,GSM2545346,670,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Plxnb2,GSM2545346,4908,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Doc2a,GSM2545346,129,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem29,GSM2545346,465,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dpf2,GSM2545346,2420,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Foxl2os,GSM2545346,29,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc47a1,GSM2545346,339,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Nap1l5,GSM2545346,20296,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mapk7,GSM2545346,1003,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Grem2,GSM2545346,185,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcdh10,GSM2545346,1549,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Nol3,GSM2545346,234,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gpr83,GSM2545346,70,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Nrsn2,GSM2545346,2119,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Prss16,GSM2545346,10,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcdh18,GSM2545346,84,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Emx2,GSM2545346,10,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ccdc81,GSM2545346,44,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rwdd2a,GSM2545346,377,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mpped1,GSM2545346,251,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Galnt7,GSM2545346,2059,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
S100a8,GSM2545346,142,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mau2,GSM2545346,4913,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ptpn23,GSM2545346,2023,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sstr1,GSM2545346,150,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Wdfy4,GSM2545346,32,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Anxa3,GSM2545346,545,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
C3,GSM2545346,71,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tead4,GSM2545346,252,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Clvs2,GSM2545346,315,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gaa,GSM2545346,6006,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp219,GSM2545346,4622,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Bves,GSM2545346,14,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem161a,GSM2545346,850,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Unc5d,GSM2545346,583,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Cd180,GSM2545346,34,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Scml4,GSM2545346,28,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Stk38,GSM2545346,2056,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sox17,GSM2545346,205,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Srsf9,GSM2545346,1328,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Herpud1,GSM2545346,3034,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Hmbs,GSM2545346,491,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gm2824,GSM2545346,55,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mir1901,GSM2545346,19,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Adamts19,GSM2545346,15,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp36l1,GSM2545346,1071,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Impact,GSM2545346,7125,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Trmt6,GSM2545346,1710,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Plekhm1,GSM2545346,1435,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Basp1,GSM2545346,1251,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Grid1,GSM2545346,747,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zdbf2,GSM2545346,422,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tal1,GSM2545346,97,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Raf1,GSM2545346,3759,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pgpep1l,GSM2545346,12,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Fzd4,GSM2545346,1055,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tfdp1,GSM2545346,1663,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pdzrn4,GSM2545346,76,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ier3,GSM2545346,438,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mir378a,GSM2545346,13,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Magee2,GSM2545346,67,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Plekhg2,GSM2545346,213,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Boc,GSM2545346,3429,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ddx39b,GSM2545346,5168,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
H2-T24,GSM2545346,78,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Insm1,GSM2545346,21,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Vstm5,GSM2545346,102,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Kctd4,GSM2545346,107,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Oprm1,GSM2545346,168,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfand6,GSM2545346,2533,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Cx3cl1,GSM2545346,2082,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tacr3,GSM2545346,45,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gpr4,GSM2545346,144,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ptgis,GSM2545346,131,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ccdc28a,GSM2545346,427,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ido2,GSM2545346,14,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Elfn2,GSM2545346,896,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ngp,GSM2545346,119,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ptpro,GSM2545346,270,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Neto1,GSM2545346,201,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Col6a2,GSM2545346,464,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Fev,GSM2545346,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mmab,GSM2545346,621,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Resp18,GSM2545346,821,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Amn,GSM2545346,28,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem132b,GSM2545346,666,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
St6gal2,GSM2545346,169,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tbc1d25,GSM2545346,606,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pdcd2l,GSM2545346,679,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Acot3,GSM2545346,17,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gm5468,GSM2545346,12,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Atg16l1,GSM2545346,2060,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rpl14-ps1,GSM2545346,24,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Glra3,GSM2545346,187,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Plekhh3,GSM2545346,1695,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcdhga1,GSM2545346,173,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gm9899,GSM2545346,1010,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Eps8l1,GSM2545346,266,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Serpina3g,GSM2545346,17,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pcdh17,GSM2545346,977,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Riok3,GSM2545346,3851,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dcaf12l2,GSM2545346,5,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ankrd6,GSM2545346,473,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dhrs11,GSM2545346,450,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zdhhc22,GSM2545346,210,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Hmgb3,GSM2545346,452,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mid1,GSM2545346,148,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Celf3,GSM2545346,1309,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Akap5,GSM2545346,214,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Phlda3,GSM2545346,399,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Arfgap2,GSM2545346,3770,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gabpb1,GSM2545346,1250,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mybpc1,GSM2545346,2149,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Nfkbia,GSM2545346,1418,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gabra3,GSM2545346,995,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gtpbp2,GSM2545346,2025,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ptgdr,GSM2545346,18,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Myh15,GSM2545346,22,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ciz1,GSM2545346,1224,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem62,GSM2545346,2872,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pan3,GSM2545346,4861,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pld3,GSM2545346,2441,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Trim3,GSM2545346,6636,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Spata2l,GSM2545346,455,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gm2223,GSM2545346,17,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dnah1,GSM2545346,66,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pnoc,GSM2545346,88,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Dzank1,GSM2545346,8065,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Safb2,GSM2545346,2396,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rnf128,GSM2545346,944,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Jpx,GSM2545346,279,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Il16,GSM2545346,6274,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc26a7,GSM2545346,394,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Rspo1,GSM2545346,17,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Hcfc2,GSM2545346,1750,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Gm35315,GSM2545346,73,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tyrp1,GSM2545346,12,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pank4,GSM2545346,1691,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ngef,GSM2545346,545,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Llgl1,GSM2545346,2562,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Usp12,GSM2545346,2686,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ppp2r2d,GSM2545346,2536,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Zfp677,GSM2545346,137,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Heyl,GSM2545346,114,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sin3b,GSM2545346,2159,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sidt1,GSM2545346,1765,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Spin2c,GSM2545346,112,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Wasf2,GSM2545346,1199,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Tmem14a,GSM2545346,598,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Cntnap5a,GSM2545346,591,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Ccm2l,GSM2545346,165,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sema3e,GSM2545346,523,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Il18bp,GSM2545346,322,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc35f1,GSM2545346,1054,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Best1,GSM2545346,37,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pde8b,GSM2545346,661,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Htr7,GSM2545346,68,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Cfap57,GSM2545346,16,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Sgsm1,GSM2545346,4177,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Scn3b,GSM2545346,282,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Mark3,GSM2545346,3180,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Acsl5,GSM2545346,631,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Qpct,GSM2545346,145,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Iqcc,GSM2545346,639,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Noc2l,GSM2545346,2004,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Slc25a27,GSM2545346,4287,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Kdm4b,GSM2545346,2671,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
Pde1b,GSM2545346,1408,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,23
